"States","Regions","Latitude","Longitude","Dates","Power_Usage","Date_Converted"
"Karnataka","SR","12.570381","76.919997","20/11/2019","249.90","2019-11-20"
"Kerala","SR","8.900373","76.569993","20/11/2019","80.90","2019-11-20"
"Tamil Nadu","SR","12.920386","79.150042","20/11/2019","340.80","2019-11-20"
"Pondy","SR","11.934994","79.830000","20/11/2019","8.70","2019-11-20"
"Bihar","ER","25.785414","87.479973","20/11/2019","78.00","2019-11-20"
"Jharkhand","ER","23.800393","86.419986","20/11/2019","20.00","2019-11-20"
"Odisha","ER","19.820430","85.900017","20/11/2019","85.50","2019-11-20"
"West Bengal","ER","22.580390","88.329947","20/11/2019","143.70","2019-11-20"
"Sikkim","ER","27.333330","88.616648","20/11/2019","1.10","2019-11-20"
"Arunachal Pradesh","NER","27.100399","93.616601","20/11/2019","2.10","2019-11-20"
"Assam","NER","26.749981","94.216667","20/11/2019","24.70","2019-11-20"
"Manipur","NER","24.799971","93.950017","20/11/2019","2.30","2019-11-20"
"Meghalaya","NER","25.570492","91.880014","20/11/2019","6.20","2019-11-20"
"Mizoram","NER","23.710399","92.720015","20/11/2019","1.60","2019-11-20"
"Nagaland","NER","25.666998","94.116570","20/11/2019","2.10","2019-11-20"
"Tripura","NER","23.835404","91.279999","20/11/2019","3.90","2019-11-20"
"Punjab","NR","31.519974","75.980003","21/11/2019","116.50","2019-11-21"
"Haryana","NR","28.450006","77.019991","21/11/2019","122.60","2019-11-21"
"Rajasthan","NR","26.449999","74.639981","21/11/2019","220.90","2019-11-21"
"Delhi","NR","28.669993","77.230004","21/11/2019","59.40","2019-11-21"
"UP","NR","27.599981","78.050006","21/11/2019","289.10","2019-11-21"
"Uttarakhand","NR","30.320409","78.050006","21/11/2019","36.00","2019-11-21"
"HP","NR","31.100025","77.166597","21/11/2019","28.00","2019-11-21"
"J&K","NR","33.450000","76.240000","21/11/2019","47.10","2019-11-21"
"Chandigarh","NR","30.719997","76.780006","21/11/2019","3.10","2019-11-21"
"Chhattisgarh","WR","22.090420","82.159987","21/11/2019","94.20","2019-11-21"
"Gujarat","WR","22.258700","71.192400","21/11/2019","334.30","2019-11-21"
"MP","WR","21.300391","76.130019","21/11/2019","212.60","2019-11-21"
"Maharashtra","WR","19.250232","73.160175","21/11/2019","451.20","2019-11-21"
"Goa","WR","15.491997","73.818001","21/11/2019","10.70","2019-11-21"
"DNH","WR","20.266578","73.016618","21/11/2019","18.10","2019-11-21"
"Andhra Pradesh","SR","14.750429","78.570026","21/11/2019","196.60","2019-11-21"
"Telangana","SR","18.112400","79.019300","21/11/2019","229.40","2019-11-21"
"Karnataka","SR","12.570381","76.919997","21/11/2019","242.10","2019-11-21"
"Kerala","SR","8.900373","76.569993","21/11/2019","79.80","2019-11-21"
"Tamil Nadu","SR","12.920386","79.150042","21/11/2019","339.50","2019-11-21"
"Pondy","SR","11.934994","79.830000","21/11/2019","8.10","2019-11-21"
"Bihar","ER","25.785414","87.479973","21/11/2019","79.40","2019-11-21"
"Jharkhand","ER","23.800393","86.419986","21/11/2019","20.80","2019-11-21"
"Odisha","ER","19.820430","85.900017","21/11/2019","84.30","2019-11-21"
"West Bengal","ER","22.580390","88.329947","21/11/2019","142.60","2019-11-21"
"Sikkim","ER","27.333330","88.616648","21/11/2019","1.20","2019-11-21"
"Arunachal Pradesh","NER","27.100399","93.616601","21/11/2019","2.10","2019-11-21"
"Assam","NER","26.749981","94.216667","21/11/2019","24.00","2019-11-21"
"Manipur","NER","24.799971","93.950017","21/11/2019","2.30","2019-11-21"
"Meghalaya","NER","25.570492","91.880014","21/11/2019","6.10","2019-11-21"
"Mizoram","NER","23.710399","92.720015","21/11/2019","1.50","2019-11-21"
"Nagaland","NER","25.666998","94.116570","21/11/2019","2.00","2019-11-21"
"Tripura","NER","23.835404","91.279999","21/11/2019","4.30","2019-11-21"
"Punjab","NR","31.519974","75.980003","22/11/2019","116.90","2019-11-22"
"Haryana","NR","28.450006","77.019991","22/11/2019","114.90","2019-11-22"
"Rajasthan","NR","26.449999","74.639981","22/11/2019","215.30","2019-11-22"
"Delhi","NR","28.669993","77.230004","22/11/2019","57.50","2019-11-22"
"UP","NR","27.599981","78.050006","22/11/2019","288.70","2019-11-22"
"Uttarakhand","NR","30.320409","78.050006","22/11/2019","33.70","2019-11-22"
"HP","NR","31.100025","77.166597","22/11/2019","25.20","2019-11-22"
"J&K","NR","33.450000","76.240000","22/11/2019","43.20","2019-11-22"
"Chandigarh","NR","30.719997","76.780006","22/11/2019","2.80","2019-11-22"
"Chhattisgarh","WR","22.090420","82.159987","22/11/2019","91.90","2019-11-22"
"Gujarat","WR","22.258700","71.192400","22/11/2019","327.00","2019-11-22"
"MP","WR","21.300391","76.130019","22/11/2019","199.50","2019-11-22"
"Maharashtra","WR","19.250232","73.160175","22/11/2019","439.00","2019-11-22"
"Goa","WR","15.491997","73.818001","22/11/2019","10.70","2019-11-22"
"DNH","WR","20.266578","73.016618","22/11/2019","18.20","2019-11-22"
"Andhra Pradesh","SR","14.750429","78.570026","22/11/2019","192.00","2019-11-22"
"Telangana","SR","18.112400","79.019300","22/11/2019","224.40","2019-11-22"
"Karnataka","SR","12.570381","76.919997","22/11/2019","230.00","2019-11-22"
"Kerala","SR","8.900373","76.569993","22/11/2019","73.90","2019-11-22"
"Tamil Nadu","SR","12.920386","79.150042","22/11/2019","313.30","2019-11-22"
"Pondy","SR","11.934994","79.830000","22/11/2019","7.50","2019-11-22"
"Bihar","ER","25.785414","87.479973","22/11/2019","78.20","2019-11-22"
"Jharkhand","ER","23.800393","86.419986","22/11/2019","20.10","2019-11-22"
"Odisha","ER","19.820430","85.900017","22/11/2019","81.30","2019-11-22"
"West Bengal","ER","22.580390","88.329947","22/11/2019","133.50","2019-11-22"
"Sikkim","ER","27.333330","88.616648","22/11/2019","1.10","2019-11-22"
"Arunachal Pradesh","NER","27.100399","93.616601","22/11/2019","2.10","2019-11-22"
"Assam","NER","26.749981","94.216667","22/11/2019","23.40","2019-11-22"
"Manipur","NER","24.799971","93.950017","22/11/2019","2.60","2019-11-22"
"Meghalaya","NER","25.570492","91.880014","22/11/2019","6.10","2019-11-22"
"Mizoram","NER","23.710399","92.720015","22/11/2019","1.90","2019-11-22"
"Nagaland","NER","25.666998","94.116570","22/11/2019","2.20","2019-11-22"
"Tripura","NER","23.835404","91.279999","22/11/2019","4.00","2019-11-22"
"Punjab","NR","31.519974","75.980003","23/11/2019","101.40","2019-11-23"
"Haryana","NR","28.450006","77.019991","23/11/2019","118.10","2019-11-23"
"Rajasthan","NR","26.449999","74.639981","23/11/2019","233.30","2019-11-23"
"Delhi","NR","28.669993","77.230004","23/11/2019","66.80","2019-11-23"
"UP","NR","27.599981","78.050006","23/11/2019","256.70","2019-11-23"
"Uttarakhand","NR","30.320409","78.050006","23/11/2019","37.30","2019-11-23"
"HP","NR","31.100025","77.166597","23/11/2019","28.40","2019-11-23"
"J&K","NR","33.450000","76.240000","23/11/2019","50.00","2019-11-23"
"Chandigarh","NR","30.719997","76.780006","23/11/2019","3.50","2019-11-23"
"Chhattisgarh","WR","22.090420","82.159987","23/11/2019","85.40","2019-11-23"
"Gujarat","WR","22.258700","71.192400","23/11/2019","316.80","2019-11-23"
"MP","WR","21.300391","76.130019","23/11/2019","231.60","2019-11-23"
"Maharashtra","WR","19.250232","73.160175","23/11/2019","403.70","2019-11-23"
"Goa","WR","15.491997","73.818001","23/11/2019","12.30","2019-11-23"
"DNH","WR","20.266578","73.016618","23/11/2019","18.20","2019-11-23"
"Andhra Pradesh","SR","14.750429","78.570026","23/11/2019","172.20","2019-11-23"
"Telangana","SR","18.112400","79.019300","23/11/2019","190.90","2019-11-23"
"Karnataka","SR","12.570381","76.919997","23/11/2019","207.90","2019-11-23"
"Kerala","SR","8.900373","76.569993","23/11/2019","72.90","2019-11-23"
"Tamil Nadu","SR","12.920386","79.150042","23/11/2019","301.70","2019-11-23"
"Pondy","SR","11.934994","79.830000","23/11/2019","7.10","2019-11-23"
"Bihar","ER","25.785414","87.479973","23/11/2019","70.90","2019-11-23"
"Jharkhand","ER","23.800393","86.419986","23/11/2019","23.80","2019-11-23"
"Odisha","ER","19.820430","85.900017","23/11/2019","72.00","2019-11-23"
"West Bengal","ER","22.580390","88.329947","23/11/2019","118.70","2019-11-23"
"Sikkim","ER","27.333330","88.616648","23/11/2019","1.20","2019-11-23"
"Arunachal Pradesh","NER","27.100399","93.616601","23/11/2019","2.00","2019-11-23"
"Assam","NER","26.749981","94.216667","23/11/2019","22.50","2019-11-23"
"Manipur","NER","24.799971","93.950017","23/11/2019","2.80","2019-11-23"
"Meghalaya","NER","25.570492","91.880014","23/11/2019","6.00","2019-11-23"
"Mizoram","NER","23.710399","92.720015","23/11/2019","2.00","2019-11-23"
"Nagaland","NER","25.666998","94.116570","23/11/2019","2.00","2019-11-23"
"Tripura","NER","23.835404","91.279999","23/11/2019","4.30","2019-11-23"
"Punjab","NR","31.519974","75.980003","24/11/2019","105.80","2019-11-24"
"Haryana","NR","28.450006","77.019991","24/11/2019","123.00","2019-11-24"
"Rajasthan","NR","26.449999","74.639981","24/11/2019","236.50","2019-11-24"
"Delhi","NR","28.669993","77.230004","24/11/2019","67.10","2019-11-24"
"UP","NR","27.599981","78.050006","24/11/2019","257.50","2019-11-24"
"Uttarakhand","NR","30.320409","78.050006","24/11/2019","37.80","2019-11-24"
"HP","NR","31.100025","77.166597","24/11/2019","29.00","2019-11-24"
"J&K","NR","33.450000","76.240000","24/11/2019","49.40","2019-11-24"
"Chandigarh","NR","30.719997","76.780006","24/11/2019","3.60","2019-11-24"
"Chhattisgarh","WR","22.090420","82.159987","24/11/2019","86.60","2019-11-24"
"Gujarat","WR","22.258700","71.192400","24/11/2019","323.40","2019-11-24"
"MP","WR","21.300391","76.130019","24/11/2019","236.30","2019-11-24"
"Maharashtra","WR","19.250232","73.160175","24/11/2019","420.10","2019-11-24"
"Goa","WR","15.491997","73.818001","24/11/2019","12.30","2019-11-24"
"DNH","WR","20.266578","73.016618","24/11/2019","18.10","2019-11-24"
"Andhra Pradesh","SR","14.750429","78.570026","24/11/2019","174.80","2019-11-24"
"Telangana","SR","18.112400","79.019300","24/11/2019","193.10","2019-11-24"
"Karnataka","SR","12.570381","76.919997","24/11/2019","212.30","2019-11-24"
"Kerala","SR","8.900373","76.569993","24/11/2019","73.20","2019-11-24"
"Tamil Nadu","SR","12.920386","79.150042","24/11/2019","309.90","2019-11-24"
"Pondy","SR","11.934994","79.830000","24/11/2019","7.40","2019-11-24"
"Bihar","ER","25.785414","87.479973","24/11/2019","72.10","2019-11-24"
"Jharkhand","ER","23.800393","86.419986","24/11/2019","24.20","2019-11-24"
"Odisha","ER","19.820430","85.900017","24/11/2019","73.70","2019-11-24"
"West Bengal","ER","22.580390","88.329947","24/11/2019","126.90","2019-11-24"
"Sikkim","ER","27.333330","88.616648","24/11/2019","1.30","2019-11-24"
"Arunachal Pradesh","NER","27.100399","93.616601","24/11/2019","2.10","2019-11-24"
"Assam","NER","26.749981","94.216667","24/11/2019","23.20","2019-11-24"
"Manipur","NER","24.799971","93.950017","24/11/2019","2.50","2019-11-24"
"Meghalaya","NER","25.570492","91.880014","24/11/2019","6.00","2019-11-24"
"Mizoram","NER","23.710399","92.720015","24/11/2019","2.00","2019-11-24"
"Nagaland","NER","25.666998","94.116570","24/11/2019","2.10","2019-11-24"
"Tripura","NER","23.835404","91.279999","24/11/2019","3.40","2019-11-24"
"Punjab","NR","31.519974","75.980003","25/11/2019","104.80","2019-11-25"
"Haryana","NR","28.450006","77.019991","25/11/2019","122.90","2019-11-25"
"Rajasthan","NR","26.449999","74.639981","25/11/2019","236.60","2019-11-25"
"Delhi","NR","28.669993","77.230004","25/11/2019","66.50","2019-11-25"
"UP","NR","27.599981","78.050006","25/11/2019","267.00","2019-11-25"
"Uttarakhand","NR","30.320409","78.050006","25/11/2019","37.90","2019-11-25"
"HP","NR","31.100025","77.166597","25/11/2019","28.00","2019-11-25"
"J&K","NR","33.450000","76.240000","25/11/2019","46.90","2019-11-25"
"Chandigarh","NR","30.719997","76.780006","25/11/2019","3.50","2019-11-25"
"Chhattisgarh","WR","22.090420","82.159987","25/11/2019","82.80","2019-11-25"
"Gujarat","WR","22.258700","71.192400","25/11/2019","324.30","2019-11-25"
"MP","WR","21.300391","76.130019","25/11/2019","236.70","2019-11-25"
"Maharashtra","WR","19.250232","73.160175","25/11/2019","428.00","2019-11-25"
"Goa","WR","15.491997","73.818001","25/11/2019","12.60","2019-11-25"
"DNH","WR","20.266578","73.016618","25/11/2019","17.50","2019-11-25"
"Andhra Pradesh","SR","14.750429","78.570026","25/11/2019","174.50","2019-11-25"
"Telangana","SR","18.112400","79.019300","25/11/2019","192.60","2019-11-25"
"Karnataka","SR","12.570381","76.919997","25/11/2019","219.50","2019-11-25"
"Kerala","SR","8.900373","76.569993","25/11/2019","74.30","2019-11-25"
"Tamil Nadu","SR","12.920386","79.150042","25/11/2019","310.60","2019-11-25"
"Pondy","SR","11.934994","79.830000","25/11/2019","7.30","2019-11-25"
"Bihar","ER","25.785414","87.479973","25/11/2019","68.50","2019-11-25"
"Jharkhand","ER","23.800393","86.419986","25/11/2019","23.80","2019-11-25"
"Odisha","ER","19.820430","85.900017","25/11/2019","74.10","2019-11-25"
"West Bengal","ER","22.580390","88.329947","25/11/2019","128.70","2019-11-25"
"Sikkim","ER","27.333330","88.616648","25/11/2019","1.40","2019-11-25"
"Arunachal Pradesh","NER","27.100399","93.616601","25/11/2019","2.20","2019-11-25"
"Assam","NER","26.749981","94.216667","25/11/2019","23.40","2019-11-25"
"Manipur","NER","24.799971","93.950017","25/11/2019","2.40","2019-11-25"
"Meghalaya","NER","25.570492","91.880014","25/11/2019","6.10","2019-11-25"
"Mizoram","NER","23.710399","92.720015","25/11/2019","1.80","2019-11-25"
"Nagaland","NER","25.666998","94.116570","25/11/2019","2.10","2019-11-25"
"Tripura","NER","23.835404","91.279999","25/11/2019","3.80","2019-11-25"
"Punjab","NR","31.519974","75.980003","26/11/2019","102.90","2019-11-26"
"Haryana","NR","28.450006","77.019991","26/11/2019","111.50","2019-11-26"
"Rajasthan","NR","26.449999","74.639981","26/11/2019","227.50","2019-11-26"
"Delhi","NR","28.669993","77.230004","26/11/2019","67.00","2019-11-26"
"UP","NR","27.599981","78.050006","26/11/2019","246.10","2019-11-26"
"Uttarakhand","NR","30.320409","78.050006","26/11/2019","37.00","2019-11-26"
"HP","NR","31.100025","77.166597","26/11/2019","27.50","2019-11-26"
"J&K","NR","33.450000","76.240000","26/11/2019","46.70","2019-11-26"
"Chandigarh","NR","30.719997","76.780006","26/11/2019","3.50","2019-11-26"
"Chhattisgarh","WR","22.090420","82.159987","26/11/2019","89.00","2019-11-26"
"Gujarat","WR","22.258700","71.192400","26/11/2019","328.10","2019-11-26"
"MP","WR","21.300391","76.130019","26/11/2019","213.60","2019-11-26"
"Maharashtra","WR","19.250232","73.160175","26/11/2019","431.00","2019-11-26"
"Goa","WR","15.491997","73.818001","26/11/2019","11.90","2019-11-26"
"DNH","WR","20.266578","73.016618","26/11/2019","18.30","2019-11-26"
"Andhra Pradesh","SR","14.750429","78.570026","26/11/2019","174.20","2019-11-26"
"Telangana","SR","18.112400","79.019300","26/11/2019","194.70","2019-11-26"
"Karnataka","SR","12.570381","76.919997","26/11/2019","223.20","2019-11-26"
"Kerala","SR","8.900373","76.569993","26/11/2019","74.80","2019-11-26"
"Tamil Nadu","SR","12.920386","79.150042","26/11/2019","313.90","2019-11-26"
"Pondy","SR","11.934994","79.830000","26/11/2019","7.40","2019-11-26"
"Bihar","ER","25.785414","87.479973","26/11/2019","69.80","2019-11-26"
"Jharkhand","ER","23.800393","86.419986","26/11/2019","23.90","2019-11-26"
"Odisha","ER","19.820430","85.900017","26/11/2019","83.90","2019-11-26"
"West Bengal","ER","22.580390","88.329947","26/11/2019","129.30","2019-11-26"
"Sikkim","ER","27.333330","88.616648","26/11/2019","1.40","2019-11-26"
"Arunachal Pradesh","NER","27.100399","93.616601","26/11/2019","2.20","2019-11-26"
"Assam","NER","26.749981","94.216667","26/11/2019","23.90","2019-11-26"
"Manipur","NER","24.799971","93.950017","26/11/2019","2.70","2019-11-26"
"Meghalaya","NER","25.570492","91.880014","26/11/2019","6.00","2019-11-26"
"Mizoram","NER","23.710399","92.720015","26/11/2019","1.80","2019-11-26"
"Nagaland","NER","25.666998","94.116570","26/11/2019","2.20","2019-11-26"
"Tripura","NER","23.835404","91.279999","26/11/2019","3.90","2019-11-26"
"Punjab","NR","31.519974","75.980003","27/11/2019","105.30","2019-11-27"
"Haryana","NR","28.450006","77.019991","27/11/2019","116.50","2019-11-27"
"Rajasthan","NR","26.449999","74.639981","27/11/2019","230.50","2019-11-27"
"Delhi","NR","28.669993","77.230004","27/11/2019","68.50","2019-11-27"
"UP","NR","27.599981","78.050006","27/11/2019","236.40","2019-11-27"
"Uttarakhand","NR","30.320409","78.050006","27/11/2019","35.80","2019-11-27"
"HP","NR","31.100025","77.166597","27/11/2019","26.90","2019-11-27"
"J&K","NR","33.450000","76.240000","27/11/2019","38.60","2019-11-27"
"Chandigarh","NR","30.719997","76.780006","27/11/2019","3.50","2019-11-27"
"Chhattisgarh","WR","22.090420","82.159987","27/11/2019","85.90","2019-11-27"
"Gujarat","WR","22.258700","71.192400","27/11/2019","324.40","2019-11-27"
"MP","WR","21.300391","76.130019","27/11/2019","198.80","2019-11-27"
"Maharashtra","WR","19.250232","73.160175","27/11/2019","418.40","2019-11-27"
"Goa","WR","15.491997","73.818001","27/11/2019","11.90","2019-11-27"
"DNH","WR","20.266578","73.016618","27/11/2019","18.30","2019-11-27"
"Andhra Pradesh","SR","14.750429","78.570026","27/11/2019","175.90","2019-11-27"
"Telangana","SR","18.112400","79.019300","27/11/2019","192.10","2019-11-27"
"Karnataka","SR","12.570381","76.919997","27/11/2019","226.20","2019-11-27"
"Kerala","SR","8.900373","76.569993","27/11/2019","75.90","2019-11-27"
"Tamil Nadu","SR","12.920386","79.150042","27/11/2019","321.40","2019-11-27"
"Pondy","SR","11.934994","79.830000","27/11/2019","7.50","2019-11-27"
"Bihar","ER","25.785414","87.479973","27/11/2019","70.80","2019-11-27"
"Jharkhand","ER","23.800393","86.419986","27/11/2019","22.20","2019-11-27"
"Odisha","ER","19.820430","85.900017","27/11/2019","83.60","2019-11-27"
"West Bengal","ER","22.580390","88.329947","27/11/2019","130.40","2019-11-27"
"Sikkim","ER","27.333330","88.616648","27/11/2019","1.50","2019-11-27"
"Arunachal Pradesh","NER","27.100399","93.616601","27/11/2019","2.20","2019-11-27"
"Assam","NER","26.749981","94.216667","27/11/2019","24.00","2019-11-27"
"Manipur","NER","24.799971","93.950017","27/11/2019","2.80","2019-11-27"
"Meghalaya","NER","25.570492","91.880014","27/11/2019","6.10","2019-11-27"
"Mizoram","NER","23.710399","92.720015","27/11/2019","1.90","2019-11-27"
"Nagaland","NER","25.666998","94.116570","27/11/2019","2.10","2019-11-27"
"Tripura","NER","23.835404","91.279999","27/11/2019","3.90","2019-11-27"
"Punjab","NR","31.519974","75.980003","28/11/2019","103.60","2019-11-28"
"Haryana","NR","28.450006","77.019991","28/11/2019","118.40","2019-11-28"
"Rajasthan","NR","26.449999","74.639981","28/11/2019","233.40","2019-11-28"
"Delhi","NR","28.669993","77.230004","28/11/2019","64.90","2019-11-28"
"UP","NR","27.599981","78.050006","28/11/2019","246.00","2019-11-28"
"Uttarakhand","NR","30.320409","78.050006","28/11/2019","35.60","2019-11-28"
"HP","NR","31.100025","77.166597","28/11/2019","28.30","2019-11-28"
"J&K","NR","33.450000","76.240000","28/11/2019","42.80","2019-11-28"
"Chandigarh","NR","30.719997","76.780006","28/11/2019","3.50","2019-11-28"
"Chhattisgarh","WR","22.090420","82.159987","28/11/2019","70.70","2019-11-28"
"Gujarat","WR","22.258700","71.192400","28/11/2019","320.90","2019-11-28"
"MP","WR","21.300391","76.130019","28/11/2019","210.30","2019-11-28"
"Maharashtra","WR","19.250232","73.160175","28/11/2019","413.00","2019-11-28"
"Goa","WR","15.491997","73.818001","28/11/2019","11.90","2019-11-28"
"DNH","WR","20.266578","73.016618","28/11/2019","18.00","2019-11-28"
"Andhra Pradesh","SR","14.750429","78.570026","28/11/2019","178.10","2019-11-28"
"Telangana","SR","18.112400","79.019300","28/11/2019","189.80","2019-11-28"
"Karnataka","SR","12.570381","76.919997","28/11/2019","226.80","2019-11-28"
"Kerala","SR","8.900373","76.569993","28/11/2019","76.10","2019-11-28"
"Tamil Nadu","SR","12.920386","79.150042","28/11/2019","315.80","2019-11-28"
"Pondy","SR","11.934994","79.830000","28/11/2019","7.50","2019-11-28"
"Bihar","ER","25.785414","87.479973","28/11/2019","66.30","2019-11-28"
"Jharkhand","ER","23.800393","86.419986","28/11/2019","19.50","2019-11-28"
"Odisha","ER","19.820430","85.900017","28/11/2019","68.20","2019-11-28"
"West Bengal","ER","22.580390","88.329947","28/11/2019","124.70","2019-11-28"
"Sikkim","ER","27.333330","88.616648","28/11/2019","1.30","2019-11-28"
"Arunachal Pradesh","NER","27.100399","93.616601","28/11/2019","2.20","2019-11-28"
"Assam","NER","26.749981","94.216667","28/11/2019","23.40","2019-11-28"
"Manipur","NER","24.799971","93.950017","28/11/2019","2.50","2019-11-28"
"Meghalaya","NER","25.570492","91.880014","28/11/2019","6.30","2019-11-28"
"Mizoram","NER","23.710399","92.720015","28/11/2019","1.90","2019-11-28"
"Nagaland","NER","25.666998","94.116570","28/11/2019","2.10","2019-11-28"
"Tripura","NER","23.835404","91.279999","28/11/2019","3.80","2019-11-28"
"Punjab","NR","31.519974","75.980003","29/11/2019","98.70","2019-11-29"
"Haryana","NR","28.450006","77.019991","29/11/2019","107.40","2019-11-29"
"Rajasthan","NR","26.449999","74.639981","29/11/2019","227.80","2019-11-29"
"Delhi","NR","28.669993","77.230004","29/11/2019","61.60","2019-11-29"
"UP","NR","27.599981","78.050006","29/11/2019","250.50","2019-11-29"
"Uttarakhand","NR","30.320409","78.050006","29/11/2019","35.70","2019-11-29"
"HP","NR","31.100025","77.166597","29/11/2019","27.90","2019-11-29"
"J&K","NR","33.450000","76.240000","29/11/2019","42.20","2019-11-29"
"Chandigarh","NR","30.719997","76.780006","29/11/2019","3.10","2019-11-29"
"Chhattisgarh","WR","22.090420","82.159987","29/11/2019","82.10","2019-11-29"
"Gujarat","WR","22.258700","71.192400","29/11/2019","311.70","2019-11-29"
"MP","WR","21.300391","76.130019","29/11/2019","216.80","2019-11-29"
"Maharashtra","WR","19.250232","73.160175","29/11/2019","404.00","2019-11-29"
"Goa","WR","15.491997","73.818001","29/11/2019","11.90","2019-11-29"
"DNH","WR","20.266578","73.016618","29/11/2019","17.40","2019-11-29"
"Andhra Pradesh","SR","14.750429","78.570026","29/11/2019","184.30","2019-11-29"
"Telangana","SR","18.112400","79.019300","29/11/2019","194.50","2019-11-29"
"Karnataka","SR","12.570381","76.919997","29/11/2019","210.20","2019-11-29"
"Kerala","SR","8.900373","76.569993","29/11/2019","70.10","2019-11-29"
"Tamil Nadu","SR","12.920386","79.150042","29/11/2019","301.00","2019-11-29"
"Pondy","SR","11.934994","79.830000","29/11/2019","6.90","2019-11-29"
"Bihar","ER","25.785414","87.479973","29/11/2019","68.40","2019-11-29"
"Jharkhand","ER","23.800393","86.419986","29/11/2019","22.40","2019-11-29"
"Odisha","ER","19.820430","85.900017","29/11/2019","74.90","2019-11-29"
"West Bengal","ER","22.580390","88.329947","29/11/2019","114.60","2019-11-29"
"Sikkim","ER","27.333330","88.616648","29/11/2019","1.30","2019-11-29"
"Arunachal Pradesh","NER","27.100399","93.616601","29/11/2019","2.00","2019-11-29"
"Assam","NER","26.749981","94.216667","29/11/2019","19.20","2019-11-29"
"Manipur","NER","24.799971","93.950017","29/11/2019","2.40","2019-11-29"
"Meghalaya","NER","25.570492","91.880014","29/11/2019","5.90","2019-11-29"
"Mizoram","NER","23.710399","92.720015","29/11/2019","1.70","2019-11-29"
"Nagaland","NER","25.666998","94.116570","29/11/2019","2.00","2019-11-29"
"Tripura","NER","23.835404","91.279999","29/11/2019","3.30","2019-11-29"
"Punjab","NR","31.519974","75.980003","30/11/2019","203.30","2019-11-30"
"Haryana","NR","28.450006","77.019991","30/11/2019","194.80","2019-11-30"
"Rajasthan","NR","26.449999","74.639981","30/11/2019","269.80","2019-11-30"
"Delhi","NR","28.669993","77.230004","30/11/2019","136.70","2019-11-30"
"UP","NR","27.599981","78.050006","30/11/2019","449.60","2019-11-30"
"Uttarakhand","NR","30.320409","78.050006","30/11/2019","46.20","2019-11-30"
"HP","NR","31.100025","77.166597","30/11/2019","29.30","2019-11-30"
"J&K","NR","33.450000","76.240000","30/11/2019","47.70","2019-11-30"
"Chandigarh","NR","30.719997","76.780006","30/11/2019","6.30","2019-11-30"
"Chhattisgarh","WR","22.090420","82.159987","30/11/2019","92.40","2019-11-30"
"Gujarat","WR","22.258700","71.192400","30/11/2019","398.00","2019-11-30"
"MP","WR","21.300391","76.130019","30/11/2019","221.90","2019-11-30"
"Maharashtra","WR","19.250232","73.160175","30/11/2019","459.60","2019-11-30"
"Goa","WR","15.491997","73.818001","30/11/2019","11.90","2019-11-30"
"DNH","WR","20.266578","73.016618","30/11/2019","17.40","2019-11-30"
"Andhra Pradesh","SR","14.750429","78.570026","30/11/2019","181.00","2019-11-30"
"Telangana","SR","18.112400","79.019300","30/11/2019","165.10","2019-11-30"
"Karnataka","SR","12.570381","76.919997","30/11/2019","187.20","2019-11-30"
"Kerala","SR","8.900373","76.569993","30/11/2019","65.80","2019-11-30"
"Tamil Nadu","SR","12.920386","79.150042","30/11/2019","327.30","2019-11-30"
"Pondy","SR","11.934994","79.830000","30/11/2019","8.70","2019-11-30"
"Bihar","ER","25.785414","87.479973","30/11/2019","96.90","2019-11-30"
"Jharkhand","ER","23.800393","86.419986","30/11/2019","27.30","2019-11-30"
"Odisha","ER","19.820430","85.900017","30/11/2019","94.20","2019-11-30"
"West Bengal","ER","22.580390","88.329947","30/11/2019","186.00","2019-11-30"
"Sikkim","ER","27.333330","88.616648","30/11/2019","1.20","2019-11-30"
"Arunachal Pradesh","NER","27.100399","93.616601","30/11/2019","2.30","2019-11-30"
"Assam","NER","26.749981","94.216667","30/11/2019","30.50","2019-11-30"
"Manipur","NER","24.799971","93.950017","30/11/2019","2.30","2019-11-30"
"Meghalaya","NER","25.570492","91.880014","30/11/2019","6.00","2019-11-30"
"Mizoram","NER","23.710399","92.720015","30/11/2019","1.70","2019-11-30"
"Nagaland","NER","25.666998","94.116570","30/11/2019","2.30","2019-11-30"
"Tripura","NER","23.835404","91.279999","30/11/2019","4.80","2019-11-30"
"Punjab","NR","31.519974","75.980003","01/12/2019","210.10","2019-12-01"
"Haryana","NR","28.450006","77.019991","01/12/2019","199.80","2019-12-01"
"Rajasthan","NR","26.449999","74.639981","01/12/2019","278.00","2019-12-01"
"Delhi","NR","28.669993","77.230004","01/12/2019","139.10","2019-12-01"
"UP","NR","27.599981","78.050006","01/12/2019","461.20","2019-12-01"
"Uttarakhand","NR","30.320409","78.050006","01/12/2019","48.10","2019-12-01"
"HP","NR","31.100025","77.166597","01/12/2019","30.10","2019-12-01"
"J&K","NR","33.450000","76.240000","01/12/2019","42.00","2019-12-01"
"Chandigarh","NR","30.719997","76.780006","01/12/2019","6.70","2019-12-01"
"Chhattisgarh","WR","22.090420","82.159987","01/12/2019","91.50","2019-12-01"
"Gujarat","WR","22.258700","71.192400","01/12/2019","398.00","2019-12-01"
"MP","WR","21.300391","76.130019","01/12/2019","225.20","2019-12-01"
"Maharashtra","WR","19.250232","73.160175","01/12/2019","471.40","2019-12-01"
